@SampleID: 17
@Version: 0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_GENOMEID

2	superkingdom	2	Bacteria	100.0
1768242.0	strain	2|1224|28216|80840|318147|1768242|1768242.0	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Paucibacter|Paucibacter sp. KCTC 42545|Unclassified Paucibacter sp. KCTC 42545 strain	0.0	OTU_97.9566.0
521006	strain	2|1224|28216|206351|481|482|485|521006	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria gonorrhoeae	0.0	OTU_97.8528.1
471855	strain	2|201174|84998|1643822|1643826|84108|84110|471855	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Slackia|Slackia heliotrinireducens	0.0	OTU_97.6593.0
817.0	strain	2|976|200643|171549|815|816|817|817.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides fragilis|Unclassified Bacteroides fragilis strain	0.0061919504644	OTU_97.5145.0
817.1	strain	2|976|200643|171549|815|816|817|817.1	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides fragilis|Unclassified Bacteroides fragilis strain	0.00262048349963	OTU_97.16604.0
817.2	strain	2|976|200643|171549|815|816|817|817.2	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides fragilis|Unclassified Bacteroides fragilis strain	0.0	OTU_97.28993.0
1307442	strain	2|32066|203490|203491|203492|848|1583098|1307442	Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium hwasookii	0.0	OTU_97.370.0
1307443	strain	2|32066|203490|203491|203492|848|1583098|1307443	Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium hwasookii	0.0	OTU_97.29790.0
1307444	strain	2|32066|203490|203491|203492|848|1583098|1307444	Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium hwasookii	0.0	OTU_97.40372.0
546271	strain	2|1239|909932|909929|1843491|970|69823|546271	Bacteria|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Selenomonas|Selenomonas sputigena	0.0	OTU_97.98.0
1492898.0	strain	2|976|1853228|1853229|563835|398041|1492898|1492898.0	Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Flavisolibacter|Flavisolibacter tropicus|Unclassified Flavisolibacter tropicus strain	0.0	OTU_97.5863.0
441156	strain	2|1224|28216|80840|119060|32008|28450|441156	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia pseudomallei	0.0	OTU_97.35552.0
837.0	strain	2|976|200643|171549|171551|836|837|837.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis|Unclassified Porphyromonas gingivalis strain	0.0	OTU_97.477.0
754507	strain	2|1224|1236|135625|712|416916|714|754507	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter|Aggregatibacter actinomycetemcomitans	0.0	OTU_97.40935.0
1009464	strain	2|201174|1760|85004|31953|2701|2702|1009464	Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae|Gardnerella|Gardnerella vaginalis	0.0	OTU_97.32703.0
1224163	strain	2|201174|1760|85007|1653|1716|575200|1224163	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium maris	0.0	OTU_97.24447.1
1114965	strain	2|1239|91061|186826|1300|1301|1318|1114965	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus parasanguinis	0.0	OTU_97.32221.0
1224164	strain	2|201174|1760|85007|1653|1716|38305|1224164	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium vitaeruminis	0.0	OTU_97.21258.0
1223515	strain	2|201174|1760|85007|1653|1716|1223514|1223515	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium humireducens	0.0	OTU_97.9674.1
407020.0	strain	2|1224|28211|204457|41297|165695|407020|407020.0	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingobium|Sphingobium sp. MI1205|Unclassified Sphingobium sp. MI1205 strain	0.0	OTU_97.26886.0
869215	strain	2|1239|91061|186826|1300|1301|1313|869215	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pneumoniae	0.0	OTU_97.23203.0
869216	strain	2|1239|91061|186826|1300|1301|1313|869216	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pneumoniae	0.0	OTU_97.42356.0
633699	strain	2|1239|91061|186826|33958|1578|33959|633699	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus johnsonii	0.0	OTU_97.30583.1
1545702.0	strain	2|1239|91061|186826|33958|1578|1545702|1545702.0	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus sp. wkB8|Unclassified Lactobacillus sp. wkB8 strain	0.0	OTU_97.33597.0
1182568.0	strain	2|1297|188787|118964|183710|1298|1182568|1182568.0	Bacteria|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus puniceus|Unclassified Deinococcus puniceus strain	0.0	OTU_97.2112.0
984892	strain	2|1239|91061|1385|90964|1279|283734|984892	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus pseudintermedius	0.3096	OTU_97.22464.0
1182571.0	strain	2|1297|188787|118964|183710|1298|1182571|1182571.0	Bacteria|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus swuensis|Unclassified Deinococcus swuensis strain	0.0	OTU_97.33775.1
699246	strain	2|1239|186801|186802|541000|1637257|884684|699246	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Mageeibacillus|Mageeibacillus indolicus	0.3096	OTU_97.1440.0
208435	strain	2|1239|91061|186826|1300|1301|1311|208435	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus agalactiae	0.0	OTU_97.2454.0
1395570	strain	2|1224|28216|80840|119060|32008|292|1395570	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia cepacia	0.0	OTU_97.33307.0
1327988	strain	2|1239|91061|186826|33958|1578|1590|1327988	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus plantarum	0.0	OTU_97.43733.0
1235829	strain	2|1239|91061|186826|1300|1301|1314|1235829	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pyogenes	0.0	OTU_97.1718.0
746361	strain	2|1239|91061|186826|1300|1357|1358|746361	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus|Lactococcus lactis	0.0	OTU_97.34458.0
1050174.0	strain	2|201174|1760|85007|1653|1716|1050174|1050174.0	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium epidermidicanis|Unclassified Corynebacterium epidermidicanis strain	0.0	OTU_97.1940.1
1028989.0	strain	2|1224|1236|72274|135621|286|1028989|1028989.0	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas sp. StFLB209|Unclassified Pseudomonas sp. StFLB209 strain	0.0	OTU_97.20597.1
1526658.0	strain	2|1224|28211|356|41294|85413|1526658|1526658.0	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bosea|Bosea vaviloviae|Unclassified Bosea vaviloviae strain	0.0	OTU_97.8468.1
43675.0	strain	2|201174|1760|85006|1268|32207|43675|43675.0	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Rothia|Rothia mucilaginosa|Unclassified Rothia mucilaginosa strain	0.0	OTU_97.20539.0
93061	strain	2|1239|91061|1385|90964|1279|1280|93061	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus aureus	0.3096	OTU_97.35016.0
93062	strain	2|1239|91061|1385|90964|1279|1280|93062	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus aureus	0.0	OTU_97.40239.1
521095	strain	2|201174|84998|84999|1643824|1380|1382|521095	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae|Atopobium|Atopobium parvulum	0.0	OTU_97.5487.0
521097	strain	2|976|117743|200644|49546|1016|1018|521097	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga ochracea	0.0	OTU_97.37567.0
521098	strain	2|1239|91061|1385|186823|29330|405212|521098	Bacteria|Firmicutes|Bacilli|Bacillales|Alicyclobacillaceae|Alicyclobacillus|Alicyclobacillus acidocaldarius	0.0	OTU_97.30300.0
176279	strain	2|1239|91061|1385|90964|1279|1282|176279	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus epidermidis	0.0	OTU_97.15343.0
1217420	strain	2|1239|91061|186826|33958|1578|1584|1217420	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus delbrueckii	0.0	OTU_97.3428.0
158189	strain	2|203691|203692|136|137|399320|1131703|158189	Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Sphaerochaeta|Sphaerochaeta globosa	0.0	OTU_97.10453.0
439184	strain	2|1224|1236|91347|543|561|562|439184	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli	0.0	OTU_97.10163.1
66712	strain	2|201174|1760|85009|31957|1743|1744|66712	Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Propionibacterium|Propionibacterium freudenreichii	0.3096	OTU_97.27089.0
546263	strain	2|1224|28216|206351|481|482|495|546263	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria elongata	0.0	OTU_97.34808.1
869269	strain	2|1239|91061|186826|1300|1301|1313|869269	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pneumoniae	0.0	OTU_97.11885.0
28116.0	strain	2|976|200643|171549|815|816|28116|28116.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides ovatus|Unclassified Bacteroides ovatus strain	0.0030959752322	OTU_97.40244.0
465817	strain	2|1224|1236|91347|1903409|551|338565|465817	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae|Erwinia|Erwinia tasmaniensis	0.0	OTU_97.973.0
357276.0	strain	2|976|200643|171549|815|816|357276|357276.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides dorei|Unclassified Bacteroides dorei strain	0.0	OTU_97.19460.0
357276.1	strain	2|976|200643|171549|815|816|357276|357276.1	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides dorei|Unclassified Bacteroides dorei strain	0.00309199715875	OTU_97.1867.1
357276.2	strain	2|976|200643|171549|815|816|357276|357276.2	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides dorei|Unclassified Bacteroides dorei strain	0.0	OTU_97.19112.0
983548.0	strain	2|976|117743|200644|49546|326319|983548|983548.0	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Dokdonia|Dokdonia sp. 4H-3-7-5|Unclassified Dokdonia sp. 4H-3-7-5 strain	0.0	OTU_97.22545.0
545694	strain	2|203691|203692|136|137|157|88058|545694	Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema primitia	0.0	OTU_97.4563.0
1565605.0	strain	2|1224|28216|206389|75787|1914449|1565605|1565605.0	Bacteria|Proteobacteria|Betaproteobacteria|Rhodocyclales|Rhodocyclaceae|Rugosibacter|Rugosibacter aromaticivorans|Unclassified Rugosibacter aromaticivorans strain	0.0	OTU_97.3135.0
698968	strain	2|201174|1760|85007|1653|1716|1717|698968	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium diphtheriae	0.0	OTU_97.45281.0
1334187	strain	2|1224|1236|135625|712|724|727|1334187	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|Haemophilus influenzae	0.0	OTU_97.41805.1
242606.0	strain	2|1224|1236|135614|1775411|242605|242606|242606.0	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Rhodanobacteraceae|Luteibacter|Luteibacter rhizovicinus|Unclassified Luteibacter rhizovicinus strain	0.0	OTU_97.3429.0
1266845	strain	2|1239|91061|186826|186828|2747|147709|1266845	Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Carnobacterium|Carnobacterium inhibens	0.0	OTU_97.40125.1
205914	strain	2|1224|1236|135625|712|214906|731|205914	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Histophilus|Histophilus somni	0.0	OTU_97.42948.0
1244085	strain	2|1224|1236|91347|543|570|573|1244085	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella pneumoniae	0.0	OTU_97.5860.0
869304	strain	2|1239|91061|186826|1300|1301|1313|869304	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pneumoniae	0.0	OTU_97.42342.0
869306	strain	2|1239|91061|186826|1300|1301|1313|869306	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pneumoniae	0.0	OTU_97.36432.1
242619	strain	2|976|200643|171549|171551|836|837|242619	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis	0.0	OTU_97.20930.0
451516	strain	2|1239|91061|1385|90964|1279|1280|451516	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus aureus	0.0	OTU_97.27880.0
869309	strain	2|1239|91061|186826|1300|1301|1313|869309	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pneumoniae	0.0	OTU_97.45429.0
637887	strain	2|1239|186801|186802|541000|1508657|1515|637887	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|Ruminiclostridium thermocellum	0.0	OTU_97.9718.0
869312	strain	2|1239|91061|186826|1300|1301|1313|869312	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pneumoniae	0.0	OTU_97.44856.0
293826	strain	2|1239|186801|186802|31979|114627|208226|293826	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Alkaliphilus|Alkaliphilus metalliredigens	0.2404	OTU_97.326.1
431947	strain	2|976|200643|171549|171551|836|837|431947	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis	0.0	OTU_97.43876.0
964.0	strain	2|1224|28216|80840|75682|963|964|964.0	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Herbaspirillum|Herbaspirillum seropedicae|Unclassified Herbaspirillum seropedicae strain	0.0	OTU_97.24737.0
1123269	strain	2|1224|28211|204457|41297|13687|397260|1123269	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|Sphingomonas sanxanigenens	0.0	OTU_97.2568.0
644042	strain	2|1239|91061|186826|33958|1578|1590|644042	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus plantarum	0.0	OTU_97.26970.0
314315	strain	2|1239|91061|186826|33958|1578|1599|314315	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus sakei	0.0	OTU_97.22314.0
1006543	strain	2|1239|91061|1385|90964|1279|1280|1006543	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus aureus	0.0	OTU_97.910.0
1432056.0	strain	2|1224|1236|135625|712|75984|1432056|1432056.0	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Mannheimia|Mannheimia sp. USDA-ARS-USMARC-1261|Unclassified Mannheimia sp. USDA-ARS-USMARC-1261 strain	0.0	OTU_97.45297.0
1852373.0	strain	2|1239|1737404|1737405|1570339|1161127|1852373|1852373.0	Bacteria|Firmicutes|Tissierellia|Tissierellales|Peptoniphilaceae|Murdochiella|Murdochiella vaginalis|Unclassified Murdochiella vaginalis strain	0.0	OTU_97.41511.0
458233	strain	2|1239|91061|1385|90964|69965|69966|458233	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Macrococcus|Macrococcus caseolyticus	0.0	OTU_97.34667.0
1244120	strain	2|1224|1236|91347|543|590|28901|1244120	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	0.0	OTU_97.10163.0
1852377.0	strain	2|201174|1760|2037|2049|1654|1852377|1852377.0	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces|Actinomyces pacaensis|Unclassified Actinomyces pacaensis strain	0.0	OTU_97.33062.0
986.0	strain	2|976|117743|200644|49546|237|986|986.0	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium johnsoniae|Unclassified Flavobacterium johnsoniae strain	0.0	OTU_97.23486.1
1194971	strain	2|1239|91061|186826|33958|1578|1624|1194971	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus salivarius	0.0	OTU_97.39620.0
80866.0	strain	2|1224|28216|80840|80864|80865|80866|80866.0	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Delftia|Delftia acidovorans|Unclassified Delftia acidovorans strain	0.0	OTU_97.38539.0
1050107	strain	2|1239|91061|186826|33958|1578|1584|1050107	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus delbrueckii	0.0	OTU_97.28509.0
996.0	strain	2|976|117743|200644|49546|237|996|996.0	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium columnare|Unclassified Flavobacterium columnare strain	0.0	OTU_97.24412.0
996.1	strain	2|976|117743|200644|49546|237|996|996.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium columnare|Unclassified Flavobacterium columnare strain	0.0	OTU_97.39280.1
996.2	strain	2|976|117743|200644|49546|237|996|996.2	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium columnare|Unclassified Flavobacterium columnare strain	0.0	OTU_97.1829.0
1428454	strain	2|1239|186801|186802|31979|1485|1520|1428454	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium beijerinckii	0.0	OTU_97.151.0
1184252	strain	2|1239|91061|186826|1300|1301|1307|1184252	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus suis	0.0	OTU_97.42259.0
1789224.0	strain	2|1224|1236|72274|468|469|1789224|1789224.0	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter larvae|Unclassified Acinetobacter larvae strain	0.0	OTU_97.7655.0
610130	strain	2|1239|186801|186802|186803|1506553|84030|610130	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] saccharolyticum	0.0	OTU_97.38219.1
685039	strain	2|1239|91061|1385|90964|1279|1280|685039	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus aureus	0.0	OTU_97.41278.0
697329	strain	2|1239|186801|186802|541000|1263|1264|697329	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus albus	0.0	OTU_97.20355.0
1006579	strain	2|201174|1760|85007|1653|1716|65058|1006579	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium ulcerans	0.0	OTU_97.22985.0
543734	strain	2|1239|91061|186826|33958|1578|1582|543734	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus casei	0.0	OTU_97.5788.0
1242105	strain	2|1224|1236|91347|543|590|28901|1242105	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica	0.0	OTU_97.4213.1
488446.0	strain	2|1224|28216|80840|119060|32008|488446|488446.0	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia latens|Unclassified Burkholderia latens strain	0.0	OTU_97.5695.0
1051650	strain	2|1239|91061|186826|33958|1578|1582|1051650	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus casei	0.0	OTU_97.36793.0
246787.0	strain	2|976|200643|171549|815|816|246787|246787.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides cellulosilyticus|Unclassified Bacteroides cellulosilyticus strain	0.0	OTU_97.36508.0
1440772	strain	2|1239|91061|186826|1300|1301|1314|1440772	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pyogenes	0.0	OTU_97.21623.0
486410	strain	2|1239|91061|186826|1300|1301|1334|486410	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus dysgalactiae	0.0	OTU_97.24656.0
658445	strain	2|1224|1236|135623|641|657|1295392|658445	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Photobacterium|Photobacterium gaetbulicola	0.0	OTU_97.2908.0
39950.0	strain	2|1239|909932|1843489|31977|39948|39950|39950.0	Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Dialister|Dialister pneumosintes|Unclassified Dialister pneumosintes strain	0.0	OTU_97.4481.0
1311759	strain	2|1224|1236|135625|712|75984|75985|1311759	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Mannheimia|Mannheimia haemolytica	0.0	OTU_97.13857.1
1311760	strain	2|1224|1236|135625|712|75984|75985|1311760	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Mannheimia|Mannheimia haemolytica	0.0	OTU_97.43010.0
584721	strain	2|1224|1236|135625|712|745|747|584721	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Pasteurella|Pasteurella multocida	0.0	OTU_97.19529.0
52242.0	strain	2|1239|91061|186826|33958|1578|52242|52242.0	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus gallinarum|Unclassified Lactobacillus gallinarum strain	0.0	OTU_97.9203.1
637971.0	strain	2|1239|91061|186826|33958|1578|637971|637971.0	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus koreensis|Unclassified Lactobacillus koreensis strain	0.0	OTU_97.39400.0
52773.0	strain	2|201174|1760|2037|2049|1654|52773|52773.0	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces|Actinomyces meyeri|Unclassified Actinomyces meyeri strain	0.0	OTU_97.44458.0
420890	strain	2|1239|91061|186826|1300|1357|1363|420890	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus|Lactococcus garvieae	0.0	OTU_97.18730.0
272559	strain	2|976|200643|171549|815|816|817|272559	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides fragilis	0.3096	OTU_97.40656.0
1121308	strain	2|1239|186801|186802|186804|1870884|1496|1121308	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Clostridioides|Clostridioides difficile	0.0	OTU_97.13437.0
282458	strain	2|1239|91061|1385|90964|1279|1280|282458	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus aureus	0.0	OTU_97.35604.0
439334	strain	2|201174|1760|85007|1762|1763|1764|439334	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium avium	0.0	OTU_97.578.0
1063.0	strain	2|1224|28211|204455|31989|1060|1063|1063.0	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Rhodobacter|Rhodobacter sphaeroides|Unclassified Rhodobacter sphaeroides strain	0.0	OTU_97.11580.0
1266729	strain	2|1224|28216|80840|506|517|35814|1266729	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella holmesii	0.3096	OTU_97.605.0
484429.0	strain	2|1224|28211|204457|41297|165695|484429|484429.0	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingobium|Sphingobium sp. YBL2|Unclassified Sphingobium sp. YBL2 strain	0.0	OTU_97.1036.0
228400	strain	2|1224|1236|135625|712|214906|731|228400	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Histophilus|Histophilus somni	0.0	OTU_97.31627.0
520.0	strain	2|1224|28216|80840|506|517|520|520.0	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.18196.0
520.1	strain	2|1224|28216|80840|506|517|520|520.1	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.26628.0
520.2	strain	2|1224|28216|80840|506|517|520|520.2	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0030959752322	OTU_97.18414.0
1346611	strain	2|1239|186801|186802|541000|1508657|1510|1346611	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|[Clostridium] stercorarium	0.3096	OTU_97.41607.0
