@SampleID: 7
@Version: 0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_GENOMEID

2	superkingdom	2	Bacteria	100.0
1796613.0	strain	2|976|200643|171549|815|816|1796613|1796613.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides caecimuris|Unclassified Bacteroides caecimuris strain	0.0	OTU_97.6178.0
519.0	strain	2|1224|28216|80840|506|517|519|519.0	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella parapertussis|Unclassified Bordetella parapertussis strain	0.0	OTU_97.12293.0
520.0	strain	2|1224|28216|80840|506|517|520|520.0	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.14013.0
520.1	strain	2|1224|28216|80840|506|517|520|520.1	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.18196.0
520.2	strain	2|1224|28216|80840|506|517|520|520.2	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.40136.0
520.3	strain	2|1224|28216|80840|506|517|520|520.3	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.1804.1
520.4	strain	2|1224|28216|80840|506|517|520|520.4	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.1804.0
520.5	strain	2|1224|28216|80840|506|517|520|520.5	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.11587.0
520.6	strain	2|1224|28216|80840|506|517|520|520.6	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.8041.1
520.7	strain	2|1224|28216|80840|506|517|520|520.7	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.8041.0
520.8	strain	2|1224|28216|80840|506|517|520|520.8	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.18414.1
520.9	strain	2|1224|28216|80840|506|517|520|520.9	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.297.0
520.10	strain	2|1224|28216|80840|506|517|520|520.10	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.14799.0
520.11	strain	2|1224|28216|80840|506|517|520|520.11	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.11587.1
520.12	strain	2|1224|28216|80840|506|517|520|520.12	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.4305.0
520.13	strain	2|1224|28216|80840|506|517|520|520.13	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.10120.0
520.14	strain	2|1224|28216|80840|506|517|520|520.14	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.36636.0
520.15	strain	2|1224|28216|80840|506|517|520|520.15	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.15802.0
520.16	strain	2|1224|28216|80840|506|517|520|520.16	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.37943.0
520.17	strain	2|1224|28216|80840|506|517|520|520.17	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.912.0
520.18	strain	2|1224|28216|80840|506|517|520|520.18	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.22975.0
520.19	strain	2|1224|28216|80840|506|517|520|520.19	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.498.0
520.20	strain	2|1224|28216|80840|506|517|520|520.20	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.10984.0
520.21	strain	2|1224|28216|80840|506|517|520|520.21	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.39541.0
520.22	strain	2|1224|28216|80840|506|517|520|520.22	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.40119.1
520.23	strain	2|1224|28216|80840|506|517|520|520.23	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.3498.0
520.24	strain	2|1224|28216|80840|506|517|520|520.24	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.6958.0
520.25	strain	2|1224|28216|80840|506|517|520|520.25	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.605.0
520.26	strain	2|1224|28216|80840|506|517|520|520.26	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.20552.0
520.27	strain	2|1224|28216|80840|506|517|520|520.27	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.37352.0
520.28	strain	2|1224|28216|80840|506|517|520|520.28	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.4731.0
520.29	strain	2|1224|28216|80840|506|517|520|520.29	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.18909.0
520.30	strain	2|1224|28216|80840|506|517|520|520.30	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.3903.0
520.31	strain	2|1224|28216|80840|506|517|520|520.31	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.10661.0
520.32	strain	2|1224|28216|80840|506|517|520|520.32	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.18414.0
520.33	strain	2|1224|28216|80840|506|517|520|520.33	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.1367.0
520.34	strain	2|1224|28216|80840|506|517|520|520.34	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.38148.1
520.35	strain	2|1224|28216|80840|506|517|520|520.35	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.38148.0
520.36	strain	2|1224|28216|80840|506|517|520|520.36	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis|Unclassified Bordetella pertussis strain	0.0	OTU_97.584.0
553482	strain	2|1239|91061|186826|1300|1301|1336|553482	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equi	0.0	OTU_97.39134.0
203275	strain	2|976|200643|171549|2005525|195950|28112|203275	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Tannerella|Tannerella forsythia	0.0	OTU_97.3972.0
416269	strain	2|1224|1236|135625|712|713|715|416269	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Actinobacillus|Actinobacillus pleuropneumoniae	0.0882	OTU_97.41794.0
264731	strain	2|976|200643|171549|171552|838|839|264731	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella ruminicola	0.0	OTU_97.27798.0
1231389	strain	2|1239|91061|186826|1300|1301|1311|1231389	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus agalactiae	0.0882	OTU_97.25.0
195102	strain	2|1239|186801|186802|31979|1485|1502|195102	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium perfringens	0.0	OTU_97.9303.0
195103	strain	2|1239|186801|186802|31979|1485|1502|195103	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium perfringens	0.0	OTU_97.1969.0
1017264	strain	2|1224|28216|80840|506|517|520|1017264	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella pertussis	0.0	OTU_97.18909.1
158189	strain	2|203691|203692|136|137|399320|1131703|158189	Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Sphaerochaeta|Sphaerochaeta globosa	0.0	OTU_97.1533.1
864803	strain	2|1239|186801|186802|31979|1485|1520|864803	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium beijerinckii	0.0	OTU_97.18007.1
743972	strain	2|1224|1236|135625|712|713|716|743972	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Actinobacillus|Actinobacillus suis	0.0	OTU_97.27922.0
498213	strain	2|1239|186801|186802|31979|1485|1491|498213	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium botulinum	0.0	OTU_97.26565.0
1419814.0	strain	2|1239|91061|186826|1300|1301|1419814|1419814.0	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. VT 162|Unclassified Streptococcus sp. VT 162 strain	3.23509421693e-05	OTU_97.2653.1
983594	strain	2|1224|28216|80840|119060|32008|292|983594	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia cepacia	0.0	OTU_97.38777.0
991789	strain	2|1239|186801|186802|186803|2039240|28446|991789	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerotignum|Anaerotignum propionicum	0.0	OTU_97.35840.0
991791	strain	2|1239|186801|186802|31979|1485|1488|991791	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium acetobutylicum	0.0	OTU_97.5710.0
562.0	strain	2|1224|1236|91347|543|561|562|562.0	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Unclassified Escherichia coli strain	0.0	OTU_97.3473.0
512566	strain	2|1239|91061|186826|1300|1301|1313|512566	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pneumoniae	0.6173	OTU_97.43496.0
1034807	strain	2|976|117743|200644|49546|237|55197|1034807	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium branchiophilum	0.0	OTU_97.36605.0
1403449	strain	2|1239|91061|186826|1300|1301|1336|1403449	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equi	0.0	OTU_97.39633.0
262727	strain	2|1224|1236|135625|712|724|727|262727	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|Haemophilus influenzae	0.0642	OTU_97.42261.0
262728	strain	2|1224|1236|135625|712|724|727|262728	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|Haemophilus influenzae	0.0882	OTU_97.24239.0
754252	strain	2|201174|1760|85009|31957|1743|1744|754252	Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Propionibacterium|Propionibacterium freudenreichii	0.0	OTU_97.45289.0
1198676	strain	2|1239|91061|186826|1300|1301|1309|1198676	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus mutans	0.0	OTU_97.44485.1
698966	strain	2|201174|1760|85007|1653|1716|1717|698966	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium diphtheriae	0.0	OTU_97.8581.0
342616	strain	2|1239|91061|186826|1300|1301|1311|342616	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus agalactiae	0.0	OTU_97.15597.0
391774	strain	2|1224|28221|213115|194924|872|881|391774	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio vulgaris	0.0	OTU_97.33712.0
1415775	strain	2|1239|186801|186802|31979|1485|1561|1415775	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium baratii	0.0	OTU_97.25504.0
469602	strain	2|32066|203490|203491|203492|848|851|469602	Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium nucleatum	0.0	OTU_97.13932.0
1408283	strain	2|1239|186801|186802|31979|1485|1491|1408283	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium botulinum	0.0	OTU_97.37643.0
289380	strain	2|1239|186801|186802|31979|1485|1502|289380	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium perfringens	0.0	OTU_97.207.0
1434214	strain	2|1224|1236|135625|712|75984|85404|1434214	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Mannheimia|Mannheimia varigena	0.0882	OTU_97.22835.0
469607	strain	2|32066|203490|203491|203492|848|851|469607	Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium nucleatum	0.0	OTU_97.26306.0
862968	strain	2|1239|91061|186826|1300|1301|76860|862968	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus constellatus	0.0	OTU_97.37734.0
322159	strain	2|1239|91061|186826|1300|1301|1308|322159	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus thermophilus	0.0	OTU_97.1292.0
57975.0	strain	2|1224|28216|80840|119060|32008|57975|57975.0	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Burkholderia thailandensis|Unclassified Burkholderia thailandensis strain	0.0	OTU_97.9324.0
1514105.0	strain	2|1239|526524|526525|128827|1647|1514105|1514105.0	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Erysipelothrix|Erysipelothrix larvae|Unclassified Erysipelothrix larvae strain	0.0	OTU_97.16573.0
272831	strain	2|1224|28216|206351|481|482|487|272831	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria meningitidis	0.0	OTU_97.37712.0
903814	strain	2|1239|186801|186802|186806|1730|1736|903814	Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium|Eubacterium limosum	0.0	OTU_97.21937.0
1436299	strain	2|1224|1236|135625|712|745|747|1436299	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Pasteurella|Pasteurella multocida	0.1764	OTU_97.41189.0
1104322	strain	2|1239|91061|186826|1300|1357|1358|1104322	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus|Lactococcus lactis	0.0882	OTU_97.33727.0
244366.0	strain	2|1224|1236|91347|543|570|244366|244366.0	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella variicola|Unclassified Klebsiella variicola strain	0.0	OTU_97.41428.0
699033	strain	2|1239|186801|186802|186804|1870884|1496|699033	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Clostridioides|Clostridioides difficile	0.0794	OTU_97.27554.0
699034	strain	2|1239|186801|186802|186804|1870884|1496|699034	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Clostridioides|Clostridioides difficile	0.0	OTU_97.10843.0
699035	strain	2|1239|186801|186802|186804|1870884|1496|699035	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Clostridioides|Clostridioides difficile	0.0088	OTU_97.27554.1
1383068	strain	2|1224|29547|213849|72294|194|197|1383068	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter jejuni	0.0	OTU_97.16301.0
29343.0	strain	2|1239|186801|186802|541000|1508657|29343|29343.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|[Clostridium] cellulosi|Unclassified [Clostridium] cellulosi strain	0.0	OTU_97.13702.0
574093	strain	2|1239|91061|186826|1300|1301|1313|574093	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pneumoniae	0.0832	OTU_97.23.1
617121	strain	2|1239|91061|186826|1300|1301|1334|617121	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus dysgalactiae	0.0	OTU_97.35575.0
690850	strain	2|1224|28221|213115|194924|872|873|690850	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio africanus	0.0	OTU_97.1070.0
1295140	strain	2|1224|1236|135625|712|724|727|1295140	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|Haemophilus influenzae	0.0	OTU_97.41546.0
1122984	strain	2|976|200643|171549|171552|838|28131|1122984	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella intermedia	0.0	OTU_97.27573.0
754345	strain	2|1224|1236|135625|712|713|715|754345	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Actinobacillus|Actinobacillus pleuropneumoniae	0.0	OTU_97.14639.0
655815	strain	2|976|117743|200644|49546|417127|398743|655815	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Zunongwangia|Zunongwangia profunda	0.0	OTU_97.29427.1
185008.0	strain	2|1239|186801|186802|186803|830|185008|185008.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio hungatei|Unclassified Butyrivibrio hungatei strain	0.0	OTU_97.18340.0
1338035	strain	2|1224|29547|213849|72294|194|197|1338035	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter jejuni	0.0	OTU_97.5795.0
1452724	strain	2|976|117743|200644|49546|237|96345|1452724	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium psychrophilum	0.0	OTU_97.27675.0
488222	strain	2|1239|91061|186826|1300|1301|1313|488222	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pneumoniae	0.0	OTU_97.24943.0
1161911	strain	2|201174|1760|85007|1653|1716|1719|1161911	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium pseudotuberculosis	0.0	OTU_97.2896.0
1030843	strain	2|976|200643|171549|171551|836|837|1030843	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis	0.0	OTU_97.37108.0
457405	strain	2|32066|203490|203491|203492|848|851|457405	Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium nucleatum	0.0	OTU_97.26897.0
1774273.0	strain	2|976|117743|200644|49546|52959|1774273|1774273.0	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter|Polaribacter vadi|Unclassified Polaribacter vadi strain	0.000881834215168	OTU_97.22166.0
684738	strain	2|1239|91061|186826|1300|1357|1358|684738	Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus|Lactococcus lactis	0.1764	OTU_97.45443.0
272843	strain	2|1224|1236|135625|712|745|747|272843	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Pasteurella|Pasteurella multocida	0.0	OTU_97.8688.0
680646	strain	2|201174|1760|85006|1268|32207|43675|680646	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Rothia|Rothia mucilaginosa	0.0	OTU_97.4793.0
207559	strain	2|1224|28221|213115|194924|872|58180|207559	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio alaskensis	0.0	OTU_97.4336.0
714.0	strain	2|1224|1236|135625|712|416916|714|714.0	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter|Aggregatibacter actinomycetemcomitans|Unclassified Aggregatibacter actinomycetemcomitans strain	0.0026455026455	OTU_97.27203.0
714.1	strain	2|1224|1236|135625|712|416916|714|714.1	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter|Aggregatibacter actinomycetemcomitans|Unclassified Aggregatibacter actinomycetemcomitans strain	0.00176366843034	OTU_97.2533.0
714.2	strain	2|1224|1236|135625|712|416916|714|714.2	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter|Aggregatibacter actinomycetemcomitans|Unclassified Aggregatibacter actinomycetemcomitans strain	0.000881834215168	OTU_97.3422.0
1936081.0	strain	2|976|117743|200644|49546|1649495|1936081|1936081.0	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Seonamhaeicola|Seonamhaeicola sp. S2-3|Unclassified Seonamhaeicola sp. S2-3 strain	0.0	OTU_97.15438.0
29397	strain	2|1239|91061|186826|33958|1578|1584|29397	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus delbrueckii	0.0	OTU_97.43909.0
72407	strain	2|1224|1236|91347|543|570|573|72407	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella pneumoniae	0.0	OTU_97.161.1
221988	strain	2|1224|1236|135625|712|697331|157673|221988	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Basfia|[Mannheimia] succiniciproducens	0.0	OTU_97.32701.0
730.0	strain	2|1224|1236|135625|712|724|730|730.0	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|[Haemophilus] ducreyi|Unclassified [Haemophilus] ducreyi strain	0.0	OTU_97.30379.0
730.1	strain	2|1224|1236|135625|712|724|730|730.1	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|[Haemophilus] ducreyi|Unclassified [Haemophilus] ducreyi strain	0.0	OTU_97.42505.0
730.2	strain	2|1224|1236|135625|712|724|730|730.2	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|[Haemophilus] ducreyi|Unclassified [Haemophilus] ducreyi strain	0.0	OTU_97.4910.0
730.3	strain	2|1224|1236|135625|712|724|730|730.3	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|[Haemophilus] ducreyi|Unclassified [Haemophilus] ducreyi strain	0.0	OTU_97.41293.0
730.4	strain	2|1224|1236|135625|712|724|730|730.4	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|[Haemophilus] ducreyi|Unclassified [Haemophilus] ducreyi strain	4.50165616892e-05	OTU_97.41776.0
730.5	strain	2|1224|1236|135625|712|724|730|730.5	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|[Haemophilus] ducreyi|Unclassified [Haemophilus] ducreyi strain	0.0	OTU_97.16455.0
730.6	strain	2|1224|1236|135625|712|724|730|730.6	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|[Haemophilus] ducreyi|Unclassified [Haemophilus] ducreyi strain	0.138447971781	OTU_97.44958.0
730.7	strain	2|1224|1236|135625|712|724|730|730.7	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|[Haemophilus] ducreyi|Unclassified [Haemophilus] ducreyi strain	0.000359290936354	OTU_97.45053.1
730.8	strain	2|1224|1236|135625|712|724|730|730.8	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|[Haemophilus] ducreyi|Unclassified [Haemophilus] ducreyi strain	0.0	OTU_97.18445.1
730.9	strain	2|1224|1236|135625|712|724|730|730.9	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus|[Haemophilus] ducreyi|Unclassified [Haemophilus] ducreyi strain	0.000851004263962	OTU_97.43450.0
